timestamp,order_id,symbol,side,qty,price,entry_price,notional_usd,profit_usd,profit_pct,portfolio_value_usd,fee_model
2026-03-21T23:57:49.897591+00:00,2bfc8da3-af58-4fcd-9306-24aabaa45dec,UNI/USD,buy,95.129698,3.4618,,329.32,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-03-22T02:27:53.934232+00:00,634c3492-355c-4434-89a1-6e45ebab2761,UNI/USD,sell,94.987003453,3.5243,,334.7627,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-03-26T02:24:34.791714+00:00,4f270ca7-30d6-4d9e-a61d-6fd6b6a8dd41,DOT/USD,buy,137.099304,1.35073,,185.1841,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-03-26T09:31:27.743669+00:00,3bb2323d-acbf-4b7d-a8cb-9d8bc1270752,ADA/USD,buy,722.988447,0.257501,,186.1702,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-03-27T06:17:35.046749+00:00,d1ba1e2a-3b52-4e9b-b7de-e572561d0fa9,CRV/USD,sell,146.189048008,0.22805,,33.3384,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-03-30T02:31:27.630762+00:00,2ca436e0-8bd2-4ae0-a1c0-dbd19d02b283,DOT/USD,sell,136.75655574,1.2709,,173.8039,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-03-31T09:58:49.689161+00:00,bf910560-c33c-4528-88df-aa5f8204e738,AAVE/USD,buy,1.353803,95.2009,,128.8833,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-01T06:07:11.914275+00:00,682e19f1-8377-427c-81d9-852c4e5a5343,ADA/USD,sell,721.903964329,0.249663,,180.2327,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-02T02:45:23.863114+00:00,e4043d55-76b9-42e4-8b10-ce6e7271e9ea,ADA/USD,buy,878.480227,0.239444,,210.3468,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-02T13:55:03.270488+00:00,365365dd-9b91-4eeb-b1ed-131ec8718fae,UNI/USD,buy,79.85545,3.1084,,248.2227,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-03T05:32:11.775077+00:00,4868192d-8ead-4464-87a1-69da318f1b10,ADA/USD,sell,877.162506659,0.243785,,213.8391,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-03T08:17:00.245526+00:00,e9dc0260-b9b4-42fd-8105-d091bd557ed3,SOL/USD,buy,1.747592,80.2418,,140.2299,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-03T10:44:08.663220+00:00,eee78515-518a-4819-87df-76df9bc80ba9,SOL/USD,sell,1.744970611,81.1661,,141.6325,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-04T02:11:18.891316+00:00,3aacdc4d-a27f-4ce2-a868-32559ea208c4,AAVE/USD,sell,1.351772295,94.7458,,128.0747,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-04T05:06:44.327150+00:00,955b9413-46af-410f-918f-3ff2f18f7a76,CRV/USD,buy,1228.152419,0.207151,,254.413,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
